"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,1710000,"B","Break"
"PRT","Portugal","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,13023693,,
"PRT","Portugal","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,13242692,,
"PRT","Portugal","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,13783084,,
"PRT","Portugal","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,13436555,,
"PRT","Portugal","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,12424460,,
"PRT","Portugal","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,12209926,,
"PRT","Portugal","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,13777085,,
"PRT","Portugal","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,14482816,,
"PRT","Portugal","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,15240424,,
"CHE","Switzerland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,15825473,,
"CHE","Switzerland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,15424468,,
"CHE","Switzerland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,15765304,,
"CHE","Switzerland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,15752367,,
"CHE","Switzerland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,15690035,,
"CHE","Switzerland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,15889226,,
"CHE","Switzerland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,16026135,,
"CHE","Switzerland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,16052181,,
"CHE","Switzerland","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,16244561,,
"GBR","United Kingdom","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,1668635000,,
"GBR","United Kingdom","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,1836019000,,
"GBR","United Kingdom","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,1710910000,,
"GBR","United Kingdom","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,1699240000,,
"GBR","United Kingdom","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,1649426000,,
"ARG","Argentina","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,34278000,,
"ARG","Argentina","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,31043000,,
"ARG","Argentina","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,34447000,,
"ARG","Argentina","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,35992000,,
"ARG","Argentina","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,36111000,,
"CHL","Chile","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,20739950,,
"CHL","Chile","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,20506095,,
"CHL","Chile","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,21531399.75,"E","Estimated value"
"CHL","Chile","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,22823283.735,"E","Estimated value"
"CHL","Chile","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2011","2011","NBR","Number","0","Units",,,132882948,,
"CHL","Chile","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2012","2012","NBR","Number","0","Units",,,128104586,,
"CHL","Chile","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2013","2013","NBR","Number","0","Units",,,134509815.3,"E","Estimated value"
"CHL","Chile","ACCOMM_ALL_NIGHTS","Nights in all types of accommodation","2014","2014","NBR","Number","0","Units",,,142580404.218,"E","Estimated value"
"CHN","China (People's Republic of)","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,1712000000,,
"CHN","China (People's Republic of)","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,1902000000,,
"CHN","China (People's Republic of)","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,2103000000,,
"CHN","China (People's Republic of)","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,2641000000,,
"CHN","China (People's Republic of)","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,2957000000,,
"EST","Estonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,550000,,
"EST","Estonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,437000,,
"EST","Estonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,472000,,
"EST","Estonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,534000,,
"EST","Estonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,571000,,
"EST","Estonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,604000,,
"EST","Estonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,600000,,
"EST","Estonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,633000,,
"EST","Estonia","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,719000,,
"RUS","Russia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,31516813,,
"RUS","Russia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,24916822,,
"RUS","Russia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,27166727,,
"RUS","Russia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,29310180,,
"RUS","Russia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,31798384,,
"RUS","Russia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,32560580,,
"RUS","Russia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,33798523,,
"RUS","Russia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,43656898,"B","Break"
"RUS","Russia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,48214741,,
"AUS","Australia","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,210754000,,
"AUS","Australia","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,215845000,,
"AUS","Australia","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,225239000,,
"AUS","Australia","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,233126000,,
"AUS","Australia","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,248377000,,
"AUS","Australia","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,240118000,,
"AUS","Australia","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,260362000,,
"AUS","Australia","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,269482000,,
"AUS","Australia","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,280324000,,
"AUS","Australia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2008","2008","NBR","Number","0","Units",,,138745000,,
"AUS","Australia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,148176000,,
"AUS","Australia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,155942000,,
"AUS","Australia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,161232000,,
"AUS","Australia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,173905000,,
"AUS","Australia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,164322000,,
"AUS","Australia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,175881000,,
"AUS","Australia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,181958000,,
"AUS","Australia","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,189583000,,
"SWE","Sweden","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,24812552,,
"SWE","Sweden","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,24658177,,
"SWE","Sweden","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2010","2010","NBR","Number","0","Units",,,25795285,,
"SWE","Sweden","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2011","2011","NBR","Number","0","Units",,,26129430,,
"SWE","Sweden","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2012","2012","NBR","Number","0","Units",,,26587243,,
"SWE","Sweden","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2013","2013","NBR","Number","0","Units",,,27044151,,
"SWE","Sweden","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2014","2014","NBR","Number","0","Units",,,28373500,,
"SWE","Sweden","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2015","2015","NBR","Number","0","Units",,,30125846,,
"SWE","Sweden","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2016","2016","NBR","Number","0","Units",,,31221383,,
"SWE","Sweden","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2008","2008","NBR","Number","0","Units",,,13320919,,
"SWE","Sweden","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2009","2009","NBR","Number","0","Units",,,14023172,,
"SWE","Sweden","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2010","2010","NBR","Number","0","Units",,,13807917,,
"SWE","Sweden","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2011","2011","NBR","Number","0","Units",,,13613961,,
"SWE","Sweden","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2012","2012","NBR","Number","0","Units",,,13328640,,
"SWE","Sweden","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2013","2013","NBR","Number","0","Units",,,13801378,,
"SWE","Sweden","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2014","2014","NBR","Number","0","Units",,,14280129,,
"SWE","Sweden","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2015","2015","NBR","Number","0","Units",,,14728563,,
"SWE","Sweden","ACCOMM_OTHER_COLL_NIGHTS","Other collective establishments","2016","2016","NBR","Number","0","Units",,,14981348,,
"EST","Estonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,944000,,
"EST","Estonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,767000,,
"EST","Estonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,838000,,
"EST","Estonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,918000,,
"EST","Estonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,966000,,
"EST","Estonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,1041000,,
"EST","Estonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,1104000,,
"EST","Estonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,1183000,,
"EST","Estonia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,1268000,,
"IND","India","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,563034107,,
"IND","India","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,668800482,,
"IND","India","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,747703380,,
"IND","India","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,864532718,,
"IND","India","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,1045047536,,
"IND","India","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,1142529465,,
"IND","India","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,1290117432,,
"SVN","Slovenia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2008","2008","NBR","Number","0","Units",,,1126022,,
"SVN","Slovenia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2009","2009","NBR","Number","0","Units",,,1160897,,
"SVN","Slovenia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2010","2010","NBR","Number","0","Units",,,1137166,,
"SVN","Slovenia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2011","2011","NBR","Number","0","Units",,,1181314,,
"SVN","Slovenia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2012","2012","NBR","Number","0","Units",,,1141944,,
"SVN","Slovenia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2013","2013","NBR","Number","0","Units",,,1125921,,
"SVN","Slovenia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2014","2014","NBR","Number","0","Units",,,1113196,,
"SVN","Slovenia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2015","2015","NBR","Number","0","Units",,,1220749,,
"SVN","Slovenia","TRIPS_OVERNIGHT","Overnight visitors (tourists)","2016","2016","NBR","Number","0","Units",,,1285248,,
"FRA","France","TRIPS_TOTAL","Total domestic trips","2008","2008","NBR","Number","0","Units",,,278950000,,
"FRA","France","TRIPS_TOTAL","Total domestic trips","2009","2009","NBR","Number","0","Units",,,278274000,,
"FRA","France","TRIPS_TOTAL","Total domestic trips","2010","2010","NBR","Number","0","Units",,,268040000,,
"FRA","France","TRIPS_TOTAL","Total domestic trips","2011","2011","NBR","Number","0","Units",,,276752000,,
"FRA","France","TRIPS_TOTAL","Total domestic trips","2012","2012","NBR","Number","0","Units",,,268672882,,
"FRA","France","TRIPS_TOTAL","Total domestic trips","2013","2013","NBR","Number","0","Units",,,265181628,,
"FRA","France","TRIPS_TOTAL","Total domestic trips","2014","2014","NBR","Number","0","Units",,,263859321,,
"FRA","France","TRIPS_TOTAL","Total domestic trips","2015","2015","NBR","Number","0","Units",,,260037637,,
"FRA","France","TRIPS_TOTAL","Total domestic trips","2016","2016","NBR","Number","0","Units",,,255497587,,
"FRA","France","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2008","2008","NBR","Number","0","Units",,,78275000,,
"FRA","France","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2009","2009","NBR","Number","0","Units",,,76211000,,
"FRA","France","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2010","2010","NBR","Number","0","Units",,,73915000,,
"FRA","France","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2011","2011","NBR","Number","0","Units",,,77968000,,
"FRA","France","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2012","2012","NBR","Number","0","Units",,,70207000,,
"FRA","France","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2013","2013","NBR","Number","0","Units",,,67940000,,
"FRA","France","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2014","2014","NBR","Number","0","Units",,,67627300,,
"FRA","France","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2015","2015","NBR","Number","0","Units",,,68393723,,
"FRA","France","TRIPS_SAME_DAY","Same-day visitors (excursionists)","2016","2016","NBR","Number","0","Units",,,67555157,,
"BEL","Belgium","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2008","2008","NBR","Number","0","Units",,,5421502,,
"BEL","Belgium","ACCOMM_HOTEL_NIGHTS","Hotels and similar establishments","2009","2009","NBR","Number","0","Units",,,5606384,,
